Class,Confidence,Bounding Box,Center 3D Coordinates,Corner 1 Coordinates,Corner 2 Coordinates,Corner 3 Coordinates,Corner 4 Coordinates
dispensing_tube_rack,0.29281672835350037,"[126.0, 30.0, 366.0, 479.0]","[-0.0, 0.0, 0.0]","[-153.0, -163.0, 469.0]","[363.0, -1837.0, 5279.0]","[-91.0, 109.0, 279.0]","[48.0, 272.0, 694.0]"
blood_tube,0.37789973616600037,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[485.0, -572.0, 3645.0]","[840.0, -691.0, 4406.0]","[285.0, -152.0, 2141.0]","[403.0, -150.0, 2112.0]"
tube_rack_storage_cabinet,0.26065772771835327,"[446.0, 365.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[433.0, 440.0, 2156.0]","[1103.0, 434.0, 2126.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.43373221158981323,"[405.0, 146.0, 440.0, 199.0]","[344.0, -243.0, 2134.0]","[506.0, -597.0, 3804.0]","[982.0, -807.0, 5146.0]","[286.0, -149.0, 2149.0]","[401.0, -146.0, 2104.0]"
dispensing_tube_rack,0.28842130303382874,"[129.0, 29.0, 365.0, 479.0]","[-0.0, 0.0, 0.0]","[-152.0, -165.0, 471.0]","[324.0, -1686.0, 4822.0]","[-89.0, 109.0, 277.0]","[47.0, 272.0, 695.0]"
tube_rack_storage_cabinet,0.2548404037952423,"[453.0, 348.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[443.0, 368.0, 2090.0]","[1070.0, 363.0, 2062.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.4391917586326599,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[485.0, -572.0, 3645.0]","[950.0, -781.0, 4979.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
tube_rack_storage_cabinet,0.27242493629455566,"[455.0, 354.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[439.0, 379.0, 2035.0000000000002]","[1107.0, 397.0, 2134.0]",,"[120.0, 91.0, 232.0]"
dispensing_tube_rack,0.2574194669723511,"[133.0, 33.0, 367.0, 479.0]","[-0.0, 0.0, 0.0]","[-151.0, -164.0, 479.0]","[362.0, -1766.0, 5146.0]","[-87.0, 108.0, 276.0]","[49.0, 272.0, 694.0]"
blood_tube,0.436458021402359,"[405.0, 146.0, 440.0, 198.0]","[346.0, -245.0, 2149.0]","[503.0, -593.0, 3780.0]","[958.0, -787.0, 5020.0]","[287.0, -153.0, 2156.0]","[401.0, -150.0, 2104.0]"
10ML_centrifuge_tube,0.3087649643421173,"[231.0, 236.0, 367.0, 274.0]","[-17.0, 9.0, 403.0]","[-68.0, -4.0, 444.0]","[179.0, -22.0, 2541.0]","[-48.0, 17.0, 309.0]","[121.0, 93.0, 1720.0]"
blood_tube,0.4356768727302551,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[516.0, -608.0, 3876.0]","[982.0, -807.0, 5146.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.4759809374809265,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[488.0, -575.0, 3667.0]","[853.0, -701.0, 4470.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.3764297068119049,"[405.0, 146.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[513.0, -604.0, 3852.0]","[920.0, -756.0, 4822.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
dispensing_tube_rack,0.2565552294254303,"[134.0, 33.0, 367.0, 479.0]","[-0.0, 0.0, 0.0]","[-150.0, -164.0, 479.0]","[407.0, -1982.0, 5777.0]","[-86.0, 108.0, 275.0]","[49.0, 272.0, 694.0]"
blood_tube,0.4184683561325073,"[405.0, 146.0, 440.0, 198.0]","[340.0, -241.0, 2112.0]","[509.0, -600.0, 3828.0]","[965.0, -794.0, 5061.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.42034396529197693,"[405.0, 146.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[482.0, -568.0, 3624.0]","[872.0, -717.0, 4570.0]","[287.0, -153.0, 2156.0]","[403.0, -150.0, 2112.0]"
tube_rack_storage_cabinet,0.2516687214374542,"[452.0, 368.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[443.0, 440.0, 2104.0]","[1059.0, 427.0, 2041.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.4230457544326782,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[526.0, -620.0, 3951.0]","[950.0, -781.0, 4979.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
dispensing_tube_rack,0.2968682050704956,"[134.0, 33.0, 367.0, 479.0]","[-0.0, 0.0, 0.0]","[-150.0, -164.0, 478.0]","[415.0, -2021.0, 5889.0]","[-87.0, 108.0, 276.0]","[49.0, 273.0, 697.0]"
blood_tube,0.4214459955692291,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[482.0, -568.0, 3624.0]","[958.0, -787.0, 5020.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
blood_tube,0.41615352034568787,"[405.0, 146.0, 440.0, 199.0]","[342.0, -242.0, 2126.0]","[503.0, -593.0, 3780.0]","[885.0, -728.0, 4639.0]","[286.0, -149.0, 2149.0]","[401.0, -146.0, 2104.0]"
dispensing_tube_rack,0.27675390243530273,"[134.0, 33.0, 368.0, 479.0]","[-0.0, 0.0, 0.0]","[-150.0, -164.0, 478.0]","[384.0, -1827.0, 5325.0]","[-87.0, 108.0, 276.0]","[50.0, 273.0, 696.0]"
blood_tube,0.4022148847579956,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[479.0, -565.0, 3602.0]","[958.0, -787.0, 5020.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
10ML_centrifuge_tube,0.35872548818588257,"[240.0, 236.0, 368.0, 272.0]","[-14.0, 9.0, 404.0]","[-62.0, -4.0, 443.0]","[162.0, -19.0, 2251.0]","[-43.0, 16.0, 309.0]","[126.0, 89.0, 1750.0]"
tube_rack_storage_cabinet,0.2566116154193878,"[455.0, 356.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[450.0, 396.0, 2090.0]","[1084.0, 396.0, 2090.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.32270708680152893,"[405.0, 146.0, 440.0, 199.0]","[344.0, -243.0, 2134.0]","[494.0, -582.0, 3712.0]","[612.0, -503.0, 3206.0]","[287.0, -150.0, 2156.0]","[401.0, -146.0, 2104.0]"
tube_rack_storage_cabinet,0.26652687788009644,"[450.0, 346.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[423.0, 353.0, 2041.0]","[1066.0, 355.0, 2055.0]",,"[119.0, 90.0, 230.0]"
blood_tube,0.3842322528362274,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[500.0, -589.0, 3757.0]","[973.0, -800.0, 5103.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
blood_tube,0.4159530699253082,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[529.0, -624.0, 3977.0]","[899.0, -739.0, 4711.0]","[285.0, -152.0, 2141.0]","[401.0, -150.0, 2104.0]"
blood_tube,0.39610400795936584,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[491.0, -579.0, 3689.0]","[958.0, -787.0, 5020.0]","[285.0, -152.0, 2141.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.35601338744163513,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[474.0, -559.0, 3561.0]","[828.0, -681.0, 4343.0]","[285.0, -152.0, 2141.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.4104246199131012,"[405.0, 146.0, 440.0, 198.0]","[345.0, -244.0, 2141.0]","[488.0, -575.0, 3667.0]","[906.0, -745.0, 4747.0]","[288.0, -154.0, 2164.0]","[401.0, -150.0, 2104.0]"
blood_tube,0.43680500984191895,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[474.0, -559.0, 3561.0]","[920.0, -756.0, 4822.0]","[285.0, -152.0, 2141.0]","[401.0, -150.0, 2104.0]"
tube_rack_storage_cabinet,0.2741379141807556,"[451.0, 361.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[432.0, 409.0, 2069.0]","[1038.0, 395.0, 2001.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.420794814825058,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[479.0, -565.0, 3602.0]","[958.0, -787.0, 5020.0]","[287.0, -153.0, 2156.0]","[401.0, -150.0, 2104.0]"
tube_rack_storage_cabinet,0.29701822996139526,"[452.0, 352.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[443.0, 384.0, 2104.0]","[1056.0, 372.0, 2035.0000000000002]",,"[120.0, 91.0, 231.0]"
blood_tube,0.4057416617870331,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[491.0, -579.0, 3689.0]","[859.0, -706.0, 4503.0]","[285.0, -152.0, 2141.0]","[404.0, -151.0, 2119.0]"
blood_tube,0.43724894523620605,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[485.0, -572.0, 3645.0]","[892.0, -733.0, 4675.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.4047553539276123,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[491.0, -579.0, 3689.0]","[834.0, -686.0, 4374.0]","[287.0, -153.0, 2156.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.46994781494140625,"[405.0, 146.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[485.0, -572.0, 3645.0]","[973.0, -800.0, 5103.0]","[285.0, -152.0, 2141.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.44097957015037537,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[516.0, -608.0, 3876.0]","[920.0, -756.0, 4822.0]","[287.0, -153.0, 2156.0]","[401.0, -150.0, 2104.0]"
blood_tube,0.47391968965530396,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[455.0, -537.0, 3421.0]","[973.0, -800.0, 5103.0]","[285.0, -152.0, 2141.0]","[401.0, -150.0, 2104.0]"
blood_tube,0.4512346386909485,"[405.0, 146.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[503.0, -593.0, 3780.0]","[950.0, -781.0, 4979.0]","[283.0, -151.0, 2126.0]","[401.0, -150.0, 2104.0]"
tube_rack_storage_cabinet,0.2592723071575165,"[452.0, 350.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[436.0, 371.0, 2069.0]","[1063.0, 367.0, 2048.0]",,"[119.0, 90.0, 230.0]"
blood_tube,0.4231998324394226,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[453.0, -534.0, 3402.0]","[878.0, -722.0, 4605.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.4092332422733307,"[405.0, 146.0, 440.0, 198.0]","[347.0, -246.0, 2156.0]","[491.0, -579.0, 3689.0]","[1025.0, -843.0, 5372.0]","[284.0, -152.0, 2134.0]","[404.0, -151.0, 2119.0]"
blood_tube,0.35739949345588684,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[453.0, -534.0, 3402.0]","[885.0, -728.0, 4639.0]","[287.0, -153.0, 2156.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.4087028503417969,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[453.0, -534.0, 3402.0]","[950.0, -781.0, 4979.0]","[287.0, -153.0, 2156.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.3749171793460846,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[471.0, -555.0, 3540.0]","[950.0, -781.0, 4979.0]","[287.0, -153.0, 2156.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.3631606101989746,"[405.0, 146.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[491.0, -579.0, 3689.0]","[885.0, -728.0, 4639.0]","[288.0, -154.0, 2164.0]","[404.0, -151.0, 2119.0]"
blood_tube,0.41860106587409973,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[506.0, -597.0, 3804.0]","[906.0, -745.0, 4747.0]","[288.0, -154.0, 2164.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.4397616684436798,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[479.0, -565.0, 3602.0]","[958.0, -787.0, 5020.0]","[289.0, -154.0, 2172.0]","[403.0, -150.0, 2112.0]"
10ML_centrifuge_tube,0.29554492235183716,"[232.0, 236.0, 367.0, 273.0]","[-17.0, 9.0, 403.0]","[-68.0, -4.0, 444.0]","[172.0, -21.0, 2440.0]","[-47.0, 16.0, 309.0]","[123.0, 91.0, 1740.0]"
tube_rack_storage_cabinet,0.2914038598537445,"[449.0, 361.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[434.0, 417.0, 2112.0]","[1115.0, 425.0, 2149.0]",,"[120.0, 91.0, 232.0]"
dispensing_tube_rack,0.268729031085968,"[88.0, 30.0, 365.0, 479.0]","[-73.0, 10.0, 451.0]","[-120.0, -107.0, 308.0]","[337.0, -1747.0, 5020.0]","[-113.0, 114.0, 291.0]","[47.0, 272.0, 694.0]"
blood_tube,0.4568290710449219,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[482.0, -568.0, 3624.0]","[958.0, -787.0, 5020.0]","[286.0, -153.0, 2149.0]","[404.0, -151.0, 2119.0]"
10ML_centrifuge_tube,0.3182651400566101,"[248.0, 235.0, 368.0, 274.0]","[-11.0, 9.0, 404.0]","[-55.0, -4.0, 437.0]",,"[-37.0, 16.0, 298.0]","[124.0, 93.0, 1725.0]"
blood_tube,0.3996839225292206,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[468.0, -552.0, 3520.0]","[913.0, -750.0, 4784.0]","[287.0, -153.0, 2156.0]","[403.0, -150.0, 2112.0]"
tube_rack_storage_cabinet,0.2784454822540283,"[452.0, 354.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[433.0, 382.0, 2055.0]","[1048.0, 376.0, 2021.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.4001302421092987,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[494.0, -582.0, 3712.0]","[899.0, -739.0, 4711.0]","[287.0, -153.0, 2156.0]","[403.0, -150.0, 2112.0]"
tube_rack_storage_cabinet,0.2611464262008667,"[450.0, 352.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[429.0, 378.0, 2069.0]","[1103.0, 388.0, 2126.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.4265848994255066,"[405.0, 146.0, 440.0, 198.0]","[349.0, -247.0, 2164.0]","[503.0, -593.0, 3780.0]","[913.0, -750.0, 4784.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
dispensing_tube_rack,0.31684842705726624,"[134.0, 31.0, 365.0, 479.0]","[-0.0, 0.0, 0.0]","[-150.0, -165.0, 477.0]","[329.0, -1697.0, 4899.0]","[-87.0, 108.0, 276.0]","[47.0, 272.0, 695.0]"
tube_rack_storage_cabinet,0.25995075702667236,"[458.0, 358.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[458.0, 400.0, 2076.0]","[1123.0, 417.0, 2164.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.45829349756240845,"[405.0, 146.0, 440.0, 198.0]","[347.0, -246.0, 2156.0]","[471.0, -555.0, 3540.0]","[878.0, -722.0, 4605.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
tube_rack_storage_cabinet,0.27152711153030396,"[460.0, 359.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[458.0, 398.0, 2048.0]","[1077.0, 403.0, 2076.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.2514936327934265,"[19.0, 470.0, 39.0, 479.0]","[-235.0, 185.0, 482.0]","[-244.0, 183.0, 484.0]",,"[-243.0, 189.0, 483.0]",
blood_tube,0.3863278925418854,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[526.0, -620.0, 3951.0]","[942.0, -775.0, 4939.0]","[286.0, -153.0, 2149.0]","[400.0, -149.0, 2097.0]"
dispensing_tube_rack,0.27477988600730896,"[133.0, 34.0, 367.0, 479.0]","[-0.0, 0.0, 0.0]","[-149.0, -162.0, 474.0]","[396.0, -1918.0, 5618.0]","[-87.0, 108.0, 276.0]","[49.0, 273.0, 696.0]"
blood_tube,0.37557315826416016,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[460.0, -543.0, 3460.0]","[913.0, -750.0, 4784.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
dispensing_tube_rack,0.3215765058994293,"[134.0, 35.0, 367.0, 478.0]","[-0.0, 0.0, 0.0]","[-149.0, -161.0, 475.0]","[317.0, -1530.0, 4503.0]","[-87.0, 108.0, 276.0]","[49.0, 269.0, 690.0]"
tube_rack_storage_cabinet,0.2526255249977112,"[449.0, 361.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[430.0, 413.0, 2090.0]","[1070.0, 407.0, 2062.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.3633017838001251,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[479.0, -565.0, 3602.0]","[859.0, -706.0, 4503.0]","[289.0, -154.0, 2172.0]","[400.0, -149.0, 2097.0]"
dispensing_tube_rack,0.2702745795249939,"[133.0, 34.0, 367.0, 478.0]","[-0.0, 0.0, 0.0]","[-149.0, -162.0, 474.0]","[354.0, -1714.0, 5020.0]","[-87.0, 108.0, 276.0]","[49.0, 272.0, 696.0]"
blood_tube,0.34992873668670654,"[405.0, 146.0, 440.0, 199.0]","[345.0, -244.0, 2141.0]","[491.0, -579.0, 3689.0]","[920.0, -756.0, 4822.0]","[287.0, -150.0, 2156.0]","[403.0, -147.0, 2112.0]"
dispensing_tube_rack,0.2851051986217499,"[133.0, 34.0, 367.0, 479.0]","[-0.0, 0.0, 0.0]","[-149.0, -162.0, 474.0]","[332.0, -1609.0, 4711.0]","[-87.0, 108.0, 276.0]","[49.0, 272.0, 694.0]"
tube_rack_storage_cabinet,0.25728604197502136,"[459.0, 359.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[461.0, 403.0, 2076.0]","[1092.0, 409.0, 2104.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.38031473755836487,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[485.0, -572.0, 3645.0]","[1016.0, -835.0, 5325.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
blood_tube,0.46219733357429504,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[476.0, -562.0, 3581.0]","[865.0, -711.0, 4536.0]","[287.0, -153.0, 2156.0]","[401.0, -150.0, 2104.0]"
dispensing_tube_rack,0.2745184600353241,"[133.0, 34.0, 367.0, 478.0]","[-0.0, 0.0, 0.0]","[-151.0, -164.0, 479.0]","[375.0, -1818.0, 5325.0]","[-87.0, 108.0, 276.0]","[49.0, 271.0, 695.0]"
blood_tube,0.4459984302520752,"[405.0, 146.0, 440.0, 198.0]","[347.0, -246.0, 2156.0]","[479.0, -565.0, 3602.0]","[913.0, -750.0, 4784.0]","[287.0, -153.0, 2156.0]","[403.0, -150.0, 2112.0]"
tube_rack_storage_cabinet,0.26648253202438354,"[453.0, 346.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[439.0, 358.0, 2069.0]","[1070.0, 356.0, 2062.0]",,"[120.0, 91.0, 231.0]"
dispensing_tube_rack,0.2542852759361267,"[128.0, 31.0, 364.0, 479.0]","[-0.0, 0.0, 0.0]","[-152.0, -162.0, 469.0]","[349.0, -1845.0, 5325.0]","[-90.0, 109.0, 278.0]","[45.0, 272.0, 693.0]"
blood_tube,0.37892404198646545,"[405.0, 146.0, 440.0, 199.0]","[342.0, -242.0, 2126.0]","[488.0, -575.0, 3667.0]","[892.0, -733.0, 4675.0]","[287.0, -150.0, 2156.0]","[401.0, -146.0, 2104.0]"
tube_rack_storage_cabinet,0.25817710161209106,"[449.0, 355.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[434.0, 396.0, 2112.0]","[1088.0, 394.0, 2097.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.4002545177936554,"[405.0, 146.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[503.0, -593.0, 3780.0]","[990.0, -814.0, 5190.0]","[287.0, -153.0, 2156.0]","[401.0, -150.0, 2104.0]"
10ML_centrifuge_tube,0.274692565202713,"[234.0, 236.0, 368.0, 274.0]","[-15.0, 9.0, 403.0]","[-66.0, -4.0, 442.0]","[165.0, -19.0, 2294.0]","[-46.0, 17.0, 309.0]","[124.0, 93.0, 1725.0]"
dispensing_tube_rack,0.27090683579444885,"[130.0, 32.0, 365.0, 479.0]","[-0.0, 0.0, 0.0]","[-151.0, -163.0, 472.0]","[321.0, -1649.0, 4784.0]","[-89.0, 109.0, 277.0]","[47.0, 272.0, 694.0]"
tube_rack_storage_cabinet,0.2570410966873169,"[449.0, 352.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[431.0, 383.0, 2097.0]","[1103.0, 388.0, 2126.0]",,"[120.0, 91.0, 232.0]"
blood_tube,0.38241687417030334,"[405.0, 146.0, 440.0, 198.0]","[344.0, -243.0, 2134.0]","[471.0, -555.0, 3540.0]","[823.0, -676.0, 4313.0]","[287.0, -153.0, 2156.0]","[403.0, -150.0, 2112.0]"
dispensing_tube_rack,0.30381208658218384,"[134.0, 32.0, 365.0, 479.0]","[-0.0, 0.0, 0.0]","[-150.0, -164.0, 477.0]","[324.0, -1662.0, 4822.0]","[-87.0, 108.0, 276.0]","[47.0, 274.0, 698.0]"
blood_tube,0.3224197328090668,"[405.0, 146.0, 440.0, 198.0]","[345.0, -244.0, 2141.0]","[485.0, -572.0, 3645.0]","[828.0, -681.0, 4343.0]","[285.0, -152.0, 2141.0]","[401.0, -150.0, 2104.0]"
dispensing_tube_rack,0.28078994154930115,"[131.0, 32.0, 365.0, 479.0]","[-0.0, 0.0, 0.0]","[-151.0, -163.0, 474.0]","[354.0, -1820.0, 5279.0]","[-88.0, 109.0, 277.0]","[47.0, 273.0, 696.0]"
blood_tube,0.400163859128952,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[460.0, -543.0, 3460.0]","[920.0, -756.0, 4822.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
dispensing_tube_rack,0.2708439230918884,"[129.0, 32.0, 365.0, 479.0]","[-0.0, 0.0, 0.0]","[-151.0, -162.0, 469.0]","[343.0, -1759.0, 5103.0]","[-89.0, 109.0, 278.0]","[46.0, 271.0, 692.0]"
tube_rack_storage_cabinet,0.2637554705142975,"[451.0, 355.0, 639.0, 480.0]","[0.0, 0.0, 0.0]","[434.0, 390.0, 2076.0]","[1103.0, 399.0, 2126.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.5064114332199097,"[405.0, 146.0, 440.0, 198.0]","[346.0, -245.0, 2149.0]","[509.0, -600.0, 3828.0]","[927.0, -762.0, 4860.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
blood_tube,0.3945271372795105,"[405.0, 146.0, 440.0, 199.0]","[344.0, -243.0, 2134.0]","[474.0, -559.0, 3561.0]","[965.0, -794.0, 5061.0]","[287.0, -150.0, 2156.0]","[401.0, -146.0, 2104.0]"
dispensing_tube_rack,0.2715660631656647,"[132.0, 31.0, 365.0, 479.0]","[-0.0, 0.0, 0.0]","[-151.0, -165.0, 475.0]","[343.0, -1768.0, 5103.0]","[-88.0, 109.0, 277.0]","[47.0, 272.0, 694.0]"
tube_rack_storage_cabinet,0.27116629481315613,"[454.0, 362.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[452.0, 421.0, 2112.0]","[1073.0, 412.0, 2069.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.46098974347114563,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[440.0, -519.0, 3310.0]","[935.0, -768.0, 4899.0]","[285.0, -152.0, 2141.0]","[406.0, -151.0, 2126.0]"
blood_tube,0.4099920094013214,"[405.0, 146.0, 440.0, 198.0]","[340.0, -241.0, 2112.0]","[506.0, -597.0, 3804.0]","[942.0, -775.0, 4939.0]","[285.0, -152.0, 2141.0]","[403.0, -150.0, 2112.0]"
dispensing_tube_rack,0.2800436019897461,"[120.0, 31.0, 365.0, 479.0]","[-0.0, 0.0, 0.0]","[-156.0, -160.0, 463.0]","[364.0, -1878.0, 5420.0]","[-95.0, 110.0, 281.0]","[47.0, 274.0, 698.0]"
blood_tube,0.4285500645637512,"[405.0, 146.0, 440.0, 198.0]","[346.0, -245.0, 2149.0]","[491.0, -579.0, 3689.0]","[942.0, -775.0, 4939.0]","[285.0, -152.0, 2141.0]","[403.0, -150.0, 2112.0]"
dispensing_tube_rack,0.27071794867515564,"[130.0, 31.0, 365.0, 479.0]","[-0.0, 0.0, 0.0]","[-151.0, -164.0, 473.0]","[357.0, -1845.0, 5325.0]","[-89.0, 109.0, 277.0]","[47.0, 272.0, 694.0]"
tube_rack_storage_cabinet,0.2596938908100128,"[457.0, 354.0, 640.0, 480.0]","[0.0, 0.0, 0.0]","[447.0, 380.0, 2041.0]","[1059.0, 380.0, 2041.0]",,"[120.0, 91.0, 231.0]"
blood_tube,0.38668563961982727,"[405.0, 146.0, 440.0, 198.0]","[341.0, -242.0, 2119.0]","[440.0, -519.0, 3310.0]","[885.0, -728.0, 4639.0]","[286.0, -153.0, 2149.0]","[401.0, -150.0, 2104.0]"
dispensing_tube_rack,0.2535972595214844,"[116.0, 30.0, 365.0, 479.0]","[-61.0, 9.0, 442.0]","[-158.0, -160.0, 459.0]","[345.0, -1791.0, 5146.0]","[-97.0, 111.0, 282.0]","[47.0, 272.0, 695.0]"
blood_tube,0.37171193957328796,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[485.0, -572.0, 3645.0]","[899.0, -739.0, 4711.0]","[287.0, -153.0, 2156.0]","[401.0, -150.0, 2104.0]"
dispensing_tube_rack,0.25103917717933655,"[128.0, 29.0, 365.0, 479.0]","[-0.0, 0.0, 0.0]","[-151.0, -163.0, 467.0]","[381.0, -1983.0, 5670.0]","[-90.0, 109.0, 278.0]","[47.0, 273.0, 697.0]"
blood_tube,0.42600929737091064,"[405.0, 146.0, 440.0, 198.0]","[342.0, -242.0, 2126.0]","[513.0, -604.0, 3852.0]","[958.0, -787.0, 5020.0]","[286.0, -153.0, 2149.0]","[403.0, -150.0, 2112.0]"
blood_tube,0.37839627265930176,"[405.0, 146.0, 440.0, 198.0]","[346.0, -245.0, 2149.0]","[482.0, -568.0, 3624.0]","[913.0, -750.0, 4784.0]","[287.0, -153.0, 2156.0]","[403.0, -150.0, 2112.0]"
